C3_V6,C3,"2019-04-05 14:08:28+08",p_x,p_x,"2019-04-05 14:08:34+08",p_r_1,p_r,Absent
C1_V11,C1,"2019-04-05 00:04:46+08",p_h1,p_h,"2019-04-05 00:05:04+08",p_r_t_c,p_r,Queueing
C4_V8,C4,"2019-04-05 14:53:02+08",p_r_t_c,p_r,"2019-04-05 14:53:26+08",p_t_c_a,p_t_c_a,Normal
C5_V1,C5,"2019-04-05 00:02:28+08",p_x,p_x,"2019-04-05 00:02:29+08",p_r_1,p_r,Absent
C4_V2,C4,"2019-04-05 14:06:38+08",p_x,p_x,"2019-04-05 14:06:42+08",p_r_14,p_r,Absent
C1_V6,C1,"2019-04-05 00:17:26+08",p_x,p_x,"2019-04-05 00:17:27+08",p_r_15,p_r,Absent
C3_V9,C3,"2019-04-05 00:09:20+08",p_h2_a,p_h_a,"2019-04-05 00:09:21+08",p_r_t_c,p_r,Queueing
C2_V7,C2,"2019-04-05 22:36:50+08",p_r_t_c,p_r,"2019-04-05 22:46:57+08",p_r_t_c,p_r,Normal
C1_V10,C1,"2019-04-05 22:03:07+08",p_r_t_c,p_r,"2019-04-05 22:13:31+08",p_r_t_c,p_r,Normal
C1_V7,C1,"2019-04-05 13:06:31+08",p_x,p_x,"2019-04-05 13:07:02+08",p_r_73,p_r,Absent
C1_V21,C1,"2019-04-05 22:20:28+08",p_r_t_c,p_r,"2019-04-05 22:20:49+08",p_x,p_x,Normal
C1_V25,C1,"2019-04-05 16:19:00+08",p_r_t_c,p_r,"2019-04-05 16:19:24+08",p_t_c_a,p_t_c_a,Normal
C1_V13,C1,"2019-04-05 22:24:37+08",p_r_t_c,p_r,"2019-04-05 22:25:15+08",p_x,p_x,Normal
C1_V11,C1,"2019-04-05 00:05:33+08",p_t_c_a,p_t_c_a,"2019-04-05 00:05:57+08",p_t_c,p_t_c,Queueing
C1_V8,C1,"2019-04-05 00:13:17+08",p_d,p_s_a,"2019-04-05 00:13:33+08",p_r_23,p_r,Speeding
C1_V8,C1,"2019-04-05 00:13:13+08",p_d,p_s_a,"2019-04-05 00:13:17+08",p_d,p_s_a,Idle
C1_V11,C1,"2019-04-05 00:33:45+08",p_d,p_s_a,"2019-04-05 00:33:59+08",p_r_23,p_r,Speeding
C1_V10,C1,"2019-04-05 00:10:35+08",p_t_c,p_t_c,"2019-04-05 00:12:32+08",p_r_1,p_r,Queueing
C2_V14,C2,"2019-04-05 00:55:04+08",p_t_c,p_t_c,"2019-04-05 00:56:49+08",p_x,p_x,Queueing
C1_V11,C1,"2019-04-05 00:05:57+08",p_t_c,p_t_c,"2019-04-05 00:07:19+08",p_r_1,p_r,Queueing
C2_V12,C2,"2019-04-05 15:01:13+08",p_r_55,p_r,"2019-04-05 15:02:22+08",p_r_54,p_r,Normal
C1_V15,C1,"2019-04-05 00:16:55+08",p_t_c,p_t_c,"2019-04-05 00:18:48+08",p_r_1,p_r,Queueing
C2_V12,C2,"2019-04-05 00:40:28+08",p_t_c,p_t_c,"2019-04-05 00:42:07+08",p_r_1,p_r,Queueing
C3_V9,C3,"2019-04-05 00:03:41+08",p_h2_a,p_h_a,"2019-04-05 00:05:12+08",p_h2,p_h,Queueing
C4_V5,C4,"2019-04-05 21:24:14+08",p_t_c,p_t_c,"2019-04-05 21:25:42+08",p_r_1,p_r,Normal
C2_V14,C2,"2019-04-05 21:24:35+08",p_t_c,p_t_c,"2019-04-05 21:26:55+08",p_r_1,p_r,Normal
C2_V3,C2,"2019-04-05 21:43:36+08",p_t_c,p_t_c,"2019-04-05 21:43:52+08",p_r_1,p_r,Normal
C4_V6,C4,"2019-04-05 20:50:24+08",p_t_c,p_t_c,"2019-04-05 20:51:49+08",p_r_1,p_r,Normal
C2_V14,C2,"2019-04-05 00:43:21+08",p_h1_a,p_h_a,"2019-04-05 00:44:53+08",p_h1,p_h,Queueing
C1_V22,C1,"2019-04-05 23:50:47+08",p_r_23,p_r,"2019-04-06 00:00:49+08",p_x,p_x,Normal
C1_V20,C1,"2019-04-05 21:52:37+08",p_r_23,p_r,"2019-04-05 22:01:56+08",p_x,p_x,Normal
C1_V25,C1,"2019-04-05 21:55:23+08",p_r_23,p_r,"2019-04-05 22:03:18+08",p_x,p_x,Normal
C1_V6,C1,"2019-04-05 22:10:27+08",p_r_23,p_r,"2019-04-05 22:21:15+08",p_x,p_x,Normal
C1_V24,C1,"2019-04-05 21:39:46+08",p_r_42,p_r,"2019-04-05 21:48:53+08",p_x,p_x,Normal
C1_V15,C1,"2019-04-05 21:34:36+08",p_r_73,p_r,"2019-04-05 21:34:42+08",p_x,p_x,Normal
C1_V15,C1,"2019-04-05 21:45:08+08",p_r_73,p_r,"2019-04-05 21:56:56+08",p_x,p_x,Normal
C1_V2,C1,"2019-04-05 21:49:04+08",p_r_26,p_r,"2019-04-05 21:50:29+08",p_x,p_x,Normal
C3_V8,C3,"2019-04-05 21:12:33+08",p_r_23,p_r,"2019-04-05 21:14:17+08",p_r_24,p_r,Normal
C2_V13,C2,"2019-04-05 22:15:44+08",p_r_56,p_r,"2019-04-05 22:15:53+08",p_r_56,p_r,Normal
C4_V9,C4,"2019-04-05 17:33:05+08",p_r_56,p_r,"2019-04-05 17:33:10+08",p_r_56,p_r,Normal
C4_V9,C4,"2019-04-05 17:33:18+08",p_r_56,p_r,"2019-04-05 17:33:22+08",p_r_56,p_r,Normal
C5_V1,C5,"2019-04-05 14:06:36+08",p_r_11,p_r,"2019-04-05 14:07:08+08",p_r_11,p_r,Speeding
C2_V13,C2,"2019-04-05 22:14:31+08",p_r_56,p_r,"2019-04-05 22:14:32+08",p_r_56,p_r,Speeding
C1_V15,C1,"2019-04-05 22:12:29+08",p_r_55,p_r,"2019-04-05 22:38:50+08",p_x,p_x,Normal
C2_V3,C2,"2019-04-05 19:00:39+08",p_x,p_x,"2019-04-05 19:00:40+08",p_r_31,p_r,Absent
C2_V5,C2,"2019-04-05 18:58:56+08",p_x,p_x,"2019-04-05 18:59:00+08",p_r_31,p_r,Absent
C2_V4,C2,"2019-04-05 00:33:32+08",p_s1,p_s,"2019-04-05 00:46:15+08",p_x,p_x,Queueing
C2_V11,C2,"2019-04-05 00:03:17+08",p_s1,p_s,"2019-04-05 00:14:01+08",p_x,p_x,Queueing
C2_V2,C2,"2019-04-05 00:06:41+08",p_h1,p_h,"2019-04-05 00:06:42+08",p_x,p_x,Queueing
C1_V14,C1,"2019-04-05 00:24:37+08",p_s1,p_s,"2019-04-05 00:34:51+08",p_x,p_x,Queueing
C1_V22,C1,"2019-04-05 00:39:10+08",p_s1_a,p_s_a,"2019-04-05 00:39:43+08",p_x,p_x,Queueing
C1_V3,C1,"2019-04-05 22:30:05+08",p_r_t_c,p_r,"2019-04-05 22:30:27+08",p_x,p_x,Normal
C1_V19,C1,"2019-04-05 22:21:33+08",p_r_t_c,p_r,"2019-04-05 22:21:48+08",p_x,p_x,Normal
C1_V25,C1,"2019-04-05 22:38:35+08",p_r_t_c,p_r,"2019-04-05 22:38:56+08",p_x,p_x,Normal
C1_V22,C1,"2019-04-05 23:10:02+08",p_r_t_c,p_r,"2019-04-05 23:10:20+08",p_x,p_x,Normal
C3_V3,C3,"2019-04-05 21:54:53+08",p_r_23,p_r,"2019-04-05 22:06:10+08",p_x,p_x,Normal
C1_V6,C1,"2019-04-05 00:30:05+08",p_r_23,p_r,"2019-04-05 00:30:05+08",p_d,p_s_a,Idle
C2_V9,C2,"2019-04-05 21:22:38+08",p_r_23,p_r,"2019-04-05 21:58:10+08",p_x,p_x,Normal
C5_V1,C5,"2019-04-05 23:49:58+08",p_r_23,p_r,"2019-04-06 00:01:15+08",p_x,p_x,Normal
C2_V13,C2,"2019-04-05 22:14:47+08",p_r_56,p_r,"2019-04-05 22:14:53+08",p_r_56,p_r,Speeding
C1_V8,C1,"2019-04-05 00:13:33+08",p_r_23,p_r,"2019-04-05 00:24:46+08",p_x,p_x,Idle
C1_V18,C1,"2019-04-05 22:52:41+08",p_r_37,p_r,"2019-04-05 23:08:02+08",p_x,p_x,Normal
C3_V3,C3,"2019-04-05 14:04:37+08",p_r_14,p_r,"2019-04-05 14:05:13+08",p_r_15,p_r,Normal
C2_V4,C2,"2019-04-05 21:51:04+08",p_t_c,p_t_c,"2019-04-05 21:52:51+08",p_r_1,p_r,Normal
C5_V1,C5,"2019-04-05 00:01:03+08",p_t_c,p_t_c,"2019-04-05 00:02:28+08",p_x,p_x,Queueing
C4_V4,C4,"2019-04-05 22:00:27+08",p_t_c,p_t_c,"2019-04-05 22:01:43+08",p_r_1,p_r,Normal
C3_V7,C3,"2019-04-05 22:49:44+08",p_t_c,p_t_c,"2019-04-05 22:51:18+08",p_r_1,p_r,Normal
C2_V7,C2,"2019-04-05 22:52:44+08",p_t_c,p_t_c,"2019-04-05 22:54:20+08",p_r_1,p_r,Normal
C2_V11,C2,"2019-04-05 23:06:44+08",p_t_c,p_t_c,"2019-04-05 23:08:23+08",p_r_1,p_r,Normal
C1_V19,C1,"2019-04-05 21:43:33+08",p_r_22,p_r,"2019-04-05 21:50:06+08",p_x,p_x,Normal
C1_V24,C1,"2019-04-05 22:07:56+08",p_r_23,p_r,"2019-04-05 22:16:00+08",p_x,p_x,Normal
C1_V17,C1,"2019-04-05 22:24:32+08",p_r_23,p_r,"2019-04-05 22:34:07+08",p_x,p_x,Normal
C2_V5,C2,"2019-04-05 14:05:38+08",p_r_42,p_r,"2019-04-05 14:05:43+08",p_r_42,p_r,Speeding
C1_V4,C1,"2019-04-05 22:20:16+08",p_r_55,p_r,"2019-04-05 22:27:10+08",p_x,p_x,Normal
C1_V22,C1,"2019-04-05 22:29:38+08",p_r_23,p_r,"2019-04-05 22:37:39+08",p_x,p_x,Normal
C2_V13,C2,"2019-04-05 22:15:25+08",p_r_56,p_r,"2019-04-05 22:15:29+08",p_r_56,p_r,Speeding
C1_V12,C1,"2019-04-05 16:29:23+08",p_x,p_x,"2019-04-05 16:29:40+08",p_r_55,p_r,Absent
C4_V1,C4,"2019-04-05 19:29:59+08",p_x,p_x,"2019-04-05 19:30:14+08",p_r_36,p_r,Absent
C2_V13,C2,"2019-04-05 22:15:37+08",p_r_56,p_r,"2019-04-05 22:15:44+08",p_r_56,p_r,Speeding
C2_V13,C2,"2019-04-05 22:15:53+08",p_r_56,p_r,"2019-04-05 22:16:17+08",p_r_56,p_r,Speeding
C2_V13,C2,"2019-04-05 22:14:32+08",p_r_56,p_r,"2019-04-05 22:14:47+08",p_r_56,p_r,Normal
C4_V5,C4,"2019-04-05 21:54:03+08",p_r_23,p_r,"2019-04-05 21:56:04+08",p_r_24,p_r,Normal
C3_V8,C3,"2019-04-05 15:17:39+08",p_r_24,p_r,"2019-04-05 15:17:58+08",p_r_24,p_r,Speeding
C5_V1,C5,"2019-04-05 00:32:37+08",p_r_24,p_r,"2019-04-05 00:32:42+08",p_x,p_x,Idle
C3_V5,C3,"2019-04-05 14:33:17+08",p_r_58,p_r,"2019-04-05 14:40:05+08",p_r_52,p_r,Normal
C3_V8,C3,"2019-04-05 21:14:32+08",p_r_24,p_r,"2019-04-05 21:14:40+08",p_x,p_x,Normal
C1_V17,C1,"2019-04-05 23:42:51+08",p_r_37,p_r,"2019-04-05 23:55:30+08",p_x,p_x,Normal
C1_V13,C1,"2019-04-05 17:11:07+08",p_d,p_s_a,"2019-04-05 17:11:19+08",p_r_23,p_r,Speeding
C1_V13,C1,"2019-04-05 21:42:47+08",p_d,p_s_a,"2019-04-05 21:42:54+08",p_r_23,p_r,Speeding
C1_V13,C1,"2019-04-05 23:04:07+08",p_d,p_s_a,"2019-04-05 23:04:20+08",p_r_23,p_r,Speeding
C1_V13,C1,"2019-04-05 14:41:10+08",p_r_42,p_r,"2019-04-05 14:50:54+08",p_x,p_x,Normal
C2_V2,C2,"2019-04-05 00:16:05+08",p_t_c,p_t_c,"2019-04-05 00:17:40+08",p_x,p_x,Queueing
C1_V20,C1,"2019-04-05 14:51:26+08",p_r_13,p_r,"2019-04-05 14:56:39+08",p_x,p_x,Normal
C1_V18,C1,"2019-04-05 14:05:05+08",p_t_c,p_t_c,"2019-04-05 14:06:40+08",p_r_1,p_r,Normal
C1_V19,C1,"2019-04-05 15:03:06+08",p_r_14,p_r,"2019-04-05 15:04:13+08",p_x,p_x,Normal
C1_V3,C1,"2019-04-05 16:19:53+08",p_r_42,p_r,"2019-04-05 16:26:46+08",p_x,p_x,Normal
C1_V17,C1,"2019-04-05 16:29:53+08",p_r_14,p_r,"2019-04-05 16:30:58+08",p_x,p_x,Normal
C1_V4,C1,"2019-04-05 18:17:12+08",p_r_23,p_r,"2019-04-05 18:21:41+08",p_x,p_x,Normal
C1_V3,C1,"2019-04-05 18:21:26+08",p_r_23,p_r,"2019-04-05 18:23:22+08",p_x,p_x,Normal
C1_V3,C1,"2019-04-05 18:23:26+08",p_r_25,p_r,"2019-04-05 18:31:41+08",p_x,p_x,Normal
C1_V15,C1,"2019-04-05 17:58:26+08",p_r_55,p_r,"2019-04-05 18:25:22+08",p_x,p_x,Normal
C1_V22,C1,"2019-04-05 17:53:49+08",p_r_45,p_r,"2019-04-05 18:04:43+08",p_x,p_x,Normal
C1_V21,C1,"2019-04-05 19:17:48+08",p_r_5,p_r,"2019-04-05 19:31:47+08",p_x,p_x,Normal
C1_V18,C1,"2019-04-05 19:16:21+08",p_r_18,p_r,"2019-04-05 19:22:28+08",p_x,p_x,Normal
C1_V14,C1,"2019-04-05 17:54:20+08",p_r_73,p_r,"2019-04-05 17:54:26+08",p_x,p_x,Normal
C1_V20,C1,"2019-04-05 17:54:35+08",p_r_73,p_r,"2019-04-05 17:54:41+08",p_x,p_x,Normal
C1_V6,C1,"2019-04-05 18:22:35+08",p_r_73,p_r,"2019-04-05 18:22:40+08",p_x,p_x,Normal
C1_V20,C1,"2019-04-05 19:22:44+08",p_r_67,p_r,"2019-04-05 19:23:57+08",p_x,p_x,Normal
C1_V20,C1,"2019-04-05 14:35:03+08",p_t_c,p_t_c,"2019-04-05 14:36:44+08",p_r_1,p_r,Normal
C1_V5,C1,"2019-04-05 14:46:53+08",p_t_c,p_t_c,"2019-04-05 14:48:20+08",p_r_1,p_r,Normal
C4_V7,C4,"2019-04-05 22:04:14+08",p_r_56,p_r,"2019-04-05 22:41:38+08",p_r_72,p_r,Normal
C1_V11,C1,"2019-04-05 20:08:44+08",p_r_23,p_r,"2019-04-05 20:17:01+08",p_x,p_x,Normal
C1_V5,C1,"2019-04-05 19:54:37+08",p_r_14,p_r,"2019-04-05 19:58:31+08",p_x,p_x,Normal
C1_V22,C1,"2019-04-05 19:47:31+08",p_r_15,p_r,"2019-04-05 19:51:05+08",p_x,p_x,Normal
C1_V14,C1,"2019-04-05 19:05:49+08",p_r_73,p_r,"2019-04-05 19:16:54+08",p_x,p_x,Normal
C1_V19,C1,"2019-04-05 20:06:23+08",p_r_73,p_r,"2019-04-05 20:06:28+08",p_x,p_x,Normal
C1_V6,C1,"2019-04-05 20:46:03+08",p_r_23,p_r,"2019-04-05 20:55:55+08",p_x,p_x,Normal
C3_V8,C3,"2019-04-05 14:26:27+08",p_r_58,p_r,"2019-04-05 14:34:01+08",p_r_52,p_r,Normal
C2_V14,C2,"2019-04-05 23:03:17+08",p_r_60,p_r,"2019-04-05 23:03:21+08",p_r_60,p_r,Speeding
C2_V5,C2,"2019-04-05 22:34:22+08",p_r_60,p_r,"2019-04-05 22:40:48+08",p_s1_a,p_s_a,Normal
C4_V10,C4,"2019-04-05 13:33:16+08",p_s3_a,p_s_a,"2019-04-05 13:42:24+08",p_s3,p_s,Normal
C4_V8,C4,"2019-04-05 15:11:11+08",p_r_15,p_r,"2019-04-05 15:13:14+08",p_r_17,p_r,Normal
C1_V14,C1,"2019-04-05 22:26:07+08",p_s3_a,p_s_a,"2019-04-05 22:26:52+08",p_x,p_x,Normal
C3_V7,C3,"2019-04-05 22:00:06+08",p_r_24,p_r,"2019-04-05 22:02:01+08",p_d,p_s_a,Normal
C1_V15,C1,"2019-04-05 15:06:59+08",p_t_c,p_t_c,"2019-04-05 15:08:08+08",p_r_1,p_r,Normal
C1_V10,C1,"2019-04-05 15:35:19+08",p_t_c,p_t_c,"2019-04-05 15:37:39+08",p_r_1,p_r,Normal
C2_V13,C2,"2019-04-05 22:19:44+08",p_r_60,p_r,"2019-04-05 22:19:52+08",p_r_60,p_r,Normal
C1_V22,C1,"2019-04-05 16:00:11+08",p_t_c,p_t_c,"2019-04-05 16:01:39+08",p_r_1,p_r,Normal
C1_V7,C1,"2019-04-05 16:06:26+08",p_t_c,p_t_c,"2019-04-05 16:07:30+08",p_r_1,p_r,Normal
C2_V13,C2,"2019-04-05 22:21:21+08",p_r_61,p_r,"2019-04-05 22:21:29+08",p_r_61,p_r,Normal
C1_V25,C1,"2019-04-05 16:19:41+08",p_t_c,p_t_c,"2019-04-05 16:20:38+08",p_r_1,p_r,Normal
C1_V13,C1,"2019-04-05 16:43:58+08",p_t_c,p_t_c,"2019-04-05 16:45:17+08",p_r_1,p_r,Normal
C1_V19,C1,"2019-04-05 18:31:21+08",p_t_c,p_t_c,"2019-04-05 18:32:27+08",p_r_1,p_r,Normal
C1_V18,C1,"2019-04-05 19:48:05+08",p_t_c,p_t_c,"2019-04-05 19:49:50+08",p_r_1,p_r,Normal
C2_V13,C2,"2019-04-05 22:21:35+08",p_r_61,p_r,"2019-04-05 22:21:41+08",p_r_61,p_r,Normal
C2_V12,C2,"2019-04-05 14:10:17+08",p_r_24,p_r,"2019-04-05 14:10:36+08",p_r_24,p_r,Speeding
C4_V8,C4,"2019-04-05 15:22:46+08",p_r_24,p_r,"2019-04-05 15:22:49+08",p_r_24,p_r,Speeding
C4_V8,C4,"2019-04-05 15:22:52+08",p_r_24,p_r,"2019-04-05 15:22:56+08",p_r_24,p_r,Speeding
C2_V13,C2,"2019-04-05 22:21:46+08",p_r_61,p_r,"2019-04-05 22:21:50+08",p_r_61,p_r,Normal
C1_V18,C1,"2019-04-05 00:27:30+08",p_s1,p_s,"2019-04-05 00:44:19+08",p_x,p_x,Queueing
C1_V24,C1,"2019-04-05 20:03:38+08",p_t_c,p_t_c,"2019-04-05 20:05:07+08",p_r_1,p_r,Normal
C1_V14,C1,"2019-04-05 22:42:41+08",p_s3,p_s,"2019-04-05 22:42:44+08",p_s3_a,p_s_a,Normal
C1_V14,C1,"2019-04-05 22:42:44+08",p_s3_a,p_s_a,"2019-04-05 22:43:36+08",p_r_73,p_r,Normal
C1_V14,C1,"2019-04-05 22:24:41+08",p_s3_a,p_s_a,"2019-04-05 22:25:04+08",p_r_73,p_r,Normal
C1_V10,C1,"2019-04-05 00:10:13+08",p_t_c_a,p_t_c_a,"2019-04-05 00:10:35+08",p_t_c,p_t_c,Queueing
C1_V11,C1,"2019-04-05 20:51:41+08",p_t_c,p_t_c,"2019-04-05 20:53:22+08",p_r_1,p_r,Normal
C1_V20,C1,"2019-04-05 22:59:17+08",p_s3_a,p_s_a,"2019-04-05 22:59:44+08",p_r_73,p_r,Normal
C1_V20,C1,"2019-04-05 23:23:07+08",p_s3_a,p_s_a,"2019-04-05 23:23:59+08",p_r_73,p_r,Normal
C1_V15,C1,"2019-04-05 23:41:47+08",p_r_t_c,p_r,"2019-04-05 23:42:12+08",p_x,p_x,Normal
C1_V4,C1,"2019-04-05 23:55:58+08",p_r_t_c,p_r,"2019-04-05 23:56:27+08",p_x,p_x,Normal
C1_V14,C1,"2019-04-05 21:02:03+08",p_t_c,p_t_c,"2019-04-05 21:03:25+08",p_r_1,p_r,Normal
C2_V11,C2,"2019-04-05 23:34:09+08",p_d,p_s_a,"2019-04-05 23:34:11+08",p_d,p_s_a,Normal
C1_V20,C1,"2019-04-05 21:07:29+08",p_t_c,p_t_c,"2019-04-05 21:07:36+08",p_r_1,p_r,Normal
C1_V23,C1,"2019-04-05 20:59:34+08",p_t_c,p_t_c,"2019-04-05 21:01:11+08",p_r_1,p_r,Normal
C1_V6,C1,"2019-04-05 21:41:26+08",p_t_c,p_t_c,"2019-04-05 21:41:31+08",p_r_1,p_r,Normal
C1_V17,C1,"2019-04-05 21:57:23+08",p_t_c,p_t_c,"2019-04-05 21:58:36+08",p_r_1,p_r,Normal
C1_V13,C1,"2019-04-05 22:36:16+08",p_t_c,p_t_c,"2019-04-05 22:37:34+08",p_r_1,p_r,Normal
C1_V21,C1,"2019-04-05 22:27:12+08",p_t_c,p_t_c,"2019-04-05 22:28:22+08",p_r_1,p_r,Normal
C1_V3,C1,"2019-04-05 22:37:43+08",p_t_c,p_t_c,"2019-04-05 22:39:00+08",p_r_1,p_r,Normal
